Store,Product,Date,Sales
S2,P1,2022-05-22,96
S2,P2,2022-05-22,78
S2,P3,2022-05-22,65
S2,P4,2022-05-22,80
S2,P5,2022-05-22,97
S3,P1,2022-05-22,66
S3,P2,2022-05-22,96
S3,P3,2022-05-22,72
S3,P4,2022-05-22,59
S3,P5,2022-05-22,61
S4,P1,2022-05-22,68
S4,P2,2022-05-22,98
S4,P3,2022-05-22,56
S4,P4,2022-05-22,80
S4,P5,2022-05-22,94
S5,P1,2022-05-22,91
S5,P2,2022-05-22,97
S5,P3,2022-05-22,63
S5,P4,2022-05-22,98
S5,P5,2022-05-22,89
S1,P1,2022-05-23,84
S1,P2,2022-05-23,68
S1,P3,2022-05-23,68
S1,P4,2022-05-23,57
S1,P5,2022-05-23,82
S2,P1,2022-05-23,60
S2,P2,2022-05-23,88
S2,P3,2022-05-23,51
S2,P4,2022-05-23,98
S2,P5,2022-05-23,76
S3,P1,2022-05-23,71
S3,P2,2022-05-23,84
S3,P3,2022-05-23,82
S3,P4,2022-05-23,77
S3,P5,2022-05-23,62
S4,P1,2022-05-23,86
S4,P2,2022-05-23,99
S4,P3,2022-05-23,54
S4,P4,2022-05-23,72
S4,P5,2022-05-23,78
S5,P1,2022-05-23,94
S5,P2,2022-05-23,85
S5,P3,2022-05-23,89
S5,P4,2022-05-23,77
S5,P5,2022-05-23,55
S1,P1,2022-05-24,81
S1,P2,2022-05-24,84
S1,P3,2022-05-24,90
S1,P4,2022-05-24,84
S1,P5,2022-05-24,74
S2,P1,2022-05-24,64
S2,P2,2022-05-24,64
S2,P3,2022-05-24,91
S2,P4,2022-05-24,96
S2,P5,2022-05-24,69
S3,P1,2022-05-24,89
S3,P2,2022-05-24,71
S3,P3,2022-05-24,66
S3,P4,2022-05-24,100
S3,P5,2022-05-24,93
S4,P1,2022-05-24,92
S4,P2,2022-05-24,83
S4,P3,2022-05-24,56
S4,P4,2022-05-24,95
S4,P5,2022-05-24,97
S5,P1,2022-05-24,78
S5,P2,2022-05-24,99
S5,P3,2022-05-24,74
S5,P4,2022-05-24,92
S5,P5,2022-05-24,98
S1,P1,2022-05-25,74
S1,P2,2022-05-25,74
S1,P3,2022-05-25,50
S1,P4,2022-05-25,71
S1,P5,2022-05-25,57
S2,P1,2022-05-25,88
S2,P2,2022-05-25,62
S2,P3,2022-05-25,75
S2,P4,2022-05-25,78
S2,P5,2022-05-25,91
S3,P1,2022-05-25,57
S3,P2,2022-05-25,96
S3,P3,2022-05-25,82
S3,P4,2022-05-25,89
S3,P5,2022-05-25,65
S4,P1,2022-05-25,55
S4,P2,2022-05-25,53
S4,P3,2022-05-25,51
S4,P4,2022-05-25,61
S4,P5,2022-05-25,75
S5,P1,2022-05-25,61
S5,P2,2022-05-25,78
S5,P3,2022-05-25,74
S5,P4,2022-05-25,64
S5,P5,2022-05-25,85
S1,P1,2022-05-26,52
S1,P2,2022-05-26,68
S1,P3,2022-05-26,79
S1,P4,2022-05-26,50
S1,P5,2022-05-26,54
S2,P1,2022-05-26,70
S2,P2,2022-05-26,75
S2,P3,2022-05-26,92
S2,P4,2022-05-26,82
S2,P5,2022-05-26,66
S3,P1,2022-05-26,68
S3,P2,2022-05-26,77
S3,P3,2022-05-26,75
S3,P4,2022-05-26,66
S3,P5,2022-05-26,79
S4,P1,2022-05-26,91
S4,P2,2022-05-26,83
S4,P3,2022-05-26,93
S4,P4,2022-05-26,77
S4,P5,2022-05-26,99
S5,P1,2022-05-26,78
S5,P2,2022-05-26,77
S5,P3,2022-05-26,84
S5,P4,2022-05-26,77
S5,P5,2022-05-26,63
S1,P1,2022-05-27,82
S1,P2,2022-05-27,51
S1,P3,2022-05-27,67
S1,P4,2022-05-27,66
S1,P5,2022-05-27,60
S2,P1,2022-05-27,81
S2,P2,2022-05-27,76
S2,P3,2022-05-27,75
S2,P4,2022-05-27,50
S2,P5,2022-05-27,86
S3,P1,2022-05-27,78
S3,P2,2022-05-27,90
S3,P3,2022-05-27,71
S3,P4,2022-05-27,82
S3,P5,2022-05-27,76
S4,P1,2022-05-27,70
S4,P2,2022-05-27,81
S4,P3,2022-05-27,65
S4,P4,2022-05-27,74
S4,P5,2022-05-27,66
S5,P1,2022-05-27,61
S5,P2,2022-05-27,80
S5,P3,2022-05-27,85
S5,P4,2022-05-27,58
S5,P5,2022-05-27,66
S1,P1,2022-05-28,61
S1,P2,2022-05-28,60
S1,P3,2022-05-28,90
S1,P4,2022-05-28,96
S1,P5,2022-05-28,68
S2,P1,2022-05-28,87
S2,P2,2022-05-28,62
S2,P3,2022-05-28,100
S2,P4,2022-05-28,58
S2,P5,2022-05-28,84
S3,P1,2022-05-28,50
S3,P2,2022-05-28,64
S3,P3,2022-05-28,52
S3,P4,2022-05-28,83
S3,P5,2022-05-28,58
S4,P1,2022-05-28,82
S4,P2,2022-05-28,87
S4,P3,2022-05-28,50
S4,P4,2022-05-28,53
S4,P5,2022-05-28,85
S5,P1,2022-05-28,89
S5,P2,2022-05-28,71
S5,P3,2022-05-28,94
S5,P4,2022-05-28,82
S5,P5,2022-05-28,56
S1,P1,2022-05-29,73
S1,P2,2022-05-29,76
S1,P3,2022-05-29,75
S1,P4,2022-05-29,51
S1,P5,2022-05-29,57
S2,P1,2022-05-29,70
S2,P2,2022-05-29,92
S2,P3,2022-05-29,89
S2,P4,2022-05-29,76
S2,P5,2022-05-29,54
S3,P1,2022-05-29,64
S3,P2,2022-05-29,98
S3,P3,2022-05-29,94
S3,P4,2022-05-29,70
S3,P5,2022-05-29,76
S4,P1,2022-05-29,56
S4,P2,2022-05-29,74
S4,P3,2022-05-29,77
S4,P4,2022-05-29,78
S4,P5,2022-05-29,95
S5,P1,2022-05-29,85
S5,P2,2022-05-29,90
S5,P3,2022-05-29,66
S5,P4,2022-05-29,89
S5,P5,2022-05-29,74
S1,P1,2022-05-30,86
S1,P2,2022-05-30,55
S1,P3,2022-05-30,89
S1,P4,2022-05-30,71
S1,P5,2022-05-30,85
S2,P1,2022-05-30,50
S2,P2,2022-05-30,79
S2,P3,2022-05-30,98
S2,P4,2022-05-30,79
S2,P5,2022-05-30,63
S3,P1,2022-05-30,60
S3,P2,2022-05-30,72
S3,P3,2022-05-30,84
S3,P4,2022-05-30,60
S3,P5,2022-05-30,76
S4,P1,2022-05-30,72
S4,P2,2022-05-30,51
S4,P3,2022-05-30,82
S4,P4,2022-05-30,92
S4,P5,2022-05-30,86
S5,P1,2022-05-30,71
S5,P2,2022-05-30,76
S5,P3,2022-05-30,68
S5,P4,2022-05-30,96
S5,P5,2022-05-30,91
S1,P1,2022-05-31,63
S1,P2,2022-05-31,56
S1,P3,2022-05-31,65
S1,P4,2022-05-31,97
S1,P5,2022-05-31,78
S2,P1,2022-05-31,75
S2,P2,2022-05-31,98
S2,P3,2022-05-31,88
S2,P4,2022-05-31,97
S2,P5,2022-05-31,78
S3,P1,2022-05-31,85
S3,P2,2022-05-31,63
S3,P3,2022-05-31,53
S3,P4,2022-05-31,70
S3,P5,2022-05-31,94
S4,P1,2022-05-31,67
S4,P2,2022-05-31,96
S4,P3,2022-05-31,93
S4,P4,2022-05-31,89
S4,P5,2022-05-31,60
S5,P1,2022-05-31,73
S5,P2,2022-05-31,57
S5,P3,2022-05-31,89
S5,P4,2022-05-31,77
S5,P5,2022-05-31,71
S1,P1,2022-06-01,93
S1,P2,2022-06-01,100
S1,P3,2022-06-01,99
S1,P4,2022-06-01,100
S1,P5,2022-06-01,91
S2,P1,2022-06-01,69
S2,P2,2022-06-01,94
S2,P3,2022-06-01,58
S2,P4,2022-06-01,69
S2,P5,2022-06-01,50
S3,P1,2022-06-01,80
S3,P2,2022-06-01,91
S3,P3,2022-06-01,77
S3,P4,2022-06-01,89
S3,P5,2022-06-01,73
S4,P1,2022-06-01,86
S4,P2,2022-06-01,68
S4,P3,2022-06-01,99
S4,P4,2022-06-01,75
S4,P5,2022-06-01,82
S5,P1,2022-06-01,51
S5,P2,2022-06-01,59
S5,P3,2022-06-01,71
S5,P4,2022-06-01,69
S5,P5,2022-06-01,60
S1,P1,2022-06-02,83
S1,P2,2022-06-02,70
S1,P3,2022-06-02,94
S1,P4,2022-06-02,57
S1,P5,2022-06-02,84
S2,P1,2022-06-02,81
S2,P2,2022-06-02,79
S2,P3,2022-06-02,98
S2,P4,2022-06-02,92
S2,P5,2022-06-02,55
S3,P1,2022-06-02,88
S3,P2,2022-06-02,74
S3,P3,2022-06-02,53
S3,P4,2022-06-02,63
S3,P5,2022-06-02,81
S4,P1,2022-06-02,86
S4,P2,2022-06-02,54
S4,P3,2022-06-02,65
S4,P4,2022-06-02,75
S4,P5,2022-06-02,59
S5,P1,2022-06-02,78
S5,P2,2022-06-02,54
S5,P3,2022-06-02,72
S5,P4,2022-06-02,51
S5,P5,2022-06-02,98
S1,P1,2022-06-03,76
S1,P2,2022-06-03,66
S1,P3,2022-06-03,64
S1,P4,2022-06-03,53
S1,P5,2022-06-03,50
S2,P1,2022-06-03,93
S2,P2,2022-06-03,53
S2,P3,2022-06-03,56
S2,P4,2022-06-03,63
S2,P5,2022-06-03,60
S3,P1,2022-06-03,83
S3,P2,2022-06-03,86
S3,P3,2022-06-03,78
S3,P4,2022-06-03,56
S3,P5,2022-06-03,73
S4,P1,2022-06-03,55
S4,P2,2022-06-03,73
S4,P3,2022-06-03,58
S4,P4,2022-06-03,86
S4,P5,2022-06-03,61
S5,P1,2022-06-03,64
S5,P2,2022-06-03,50
S5,P3,2022-06-03,61
S5,P4,2022-06-03,98
S5,P5,2022-06-03,66
S1,P1,2022-06-04,85
S1,P2,2022-06-04,86
S1,P3,2022-06-04,92
S1,P4,2022-06-04,55
S1,P5,2022-06-04,79
S2,P1,2022-06-04,60
S2,P2,2022-06-04,95
S2,P3,2022-06-04,52
S2,P4,2022-06-04,82
S2,P5,2022-06-04,80
S3,P1,2022-06-04,92
S3,P2,2022-06-04,93
S3,P3,2022-06-04,81
S3,P4,2022-06-04,81
S3,P5,2022-06-04,84
S4,P1,2022-06-04,96
S4,P2,2022-06-04,75
S4,P3,2022-06-04,80
S4,P4,2022-06-04,93
S4,P5,2022-06-04,65
S5,P1,2022-06-04,56
S5,P2,2022-06-04,60
S5,P3,2022-06-04,61
S5,P4,2022-06-04,76
S5,P5,2022-06-04,78
S1,P1,2022-06-05,59
S1,P2,2022-06-05,68
S1,P3,2022-06-05,60
S1,P4,2022-06-05,74
S1,P5,2022-06-05,73
S2,P1,2022-06-05,90
S2,P2,2022-06-05,60
S2,P3,2022-06-05,99
S2,P4,2022-06-05,82
S2,P5,2022-06-05,84
S3,P1,2022-06-05,57
S3,P2,2022-06-05,81
S3,P3,2022-06-05,100
S3,P4,2022-06-05,76
S3,P5,2022-06-05,81
S4,P1,2022-06-05,100
S4,P2,2022-06-05,91
S4,P3,2022-06-05,80
S4,P4,2022-06-05,64
S4,P5,2022-06-05,75
S5,P1,2022-06-05,94
S5,P2,2022-06-05,51
S5,P3,2022-06-05,87
S5,P4,2022-06-05,56
S5,P5,2022-06-05,95
S1,P1,2022-06-06,91
S1,P2,2022-06-06,84
S1,P3,2022-06-06,54
S1,P4,2022-06-06,71
S1,P5,2022-06-06,58
S2,P1,2022-06-06,88
S2,P2,2022-06-06,82
S2,P3,2022-06-06,100
S2,P4,2022-06-06,74
S2,P5,2022-06-06,93
S3,P1,2022-06-06,66
S3,P2,2022-06-06,68
S3,P3,2022-06-06,87
S3,P4,2022-06-06,57
S3,P5,2022-06-06,74
S4,P1,2022-06-06,82
S4,P2,2022-06-06,99
S4,P3,2022-06-06,52
S4,P4,2022-06-06,98
S4,P5,2022-06-06,56
S5,P1,2022-06-06,85
S5,P2,2022-06-06,89
S5,P3,2022-06-06,88
S5,P4,2022-06-06,75
S5,P5,2022-06-06,78
S1,P1,2022-06-07,74
S1,P2,2022-06-07,71
S1,P3,2022-06-07,89
S1,P4,2022-06-07,92
S1,P5,2022-06-07,92
S2,P1,2022-06-07,78
S2,P2,2022-06-07,59
S2,P3,2022-06-07,64
S2,P4,2022-06-07,52
S2,P5,2022-06-07,88
S3,P1,2022-06-07,58
S3,P2,2022-06-07,57
S3,P3,2022-06-07,88
S3,P4,2022-06-07,78
S3,P5,2022-06-07,53
S4,P1,2022-06-07,98
S4,P2,2022-06-07,92
S4,P3,2022-06-07,63
S4,P4,2022-06-07,82
S4,P5,2022-06-07,51
S5,P1,2022-06-07,65
S5,P2,2022-06-07,56
S5,P3,2022-06-07,74
S5,P4,2022-06-07,96
S5,P5,2022-06-07,96
S1,P1,2022-06-08,64
S1,P2,2022-06-08,73
S1,P3,2022-06-08,53
S1,P4,2022-06-08,62
S1,P5,2022-06-08,50
S2,P1,2022-06-08,97
S2,P2,2022-06-08,87
S2,P3,2022-06-08,71
S2,P4,2022-06-08,90
S2,P5,2022-06-08,64
S3,P1,2022-06-08,64
S3,P2,2022-06-08,77
S3,P3,2022-06-08,58
S3,P4,2022-06-08,60
S3,P5,2022-06-08,80
S4,P1,2022-06-08,72
S4,P2,2022-06-08,66
S4,P3,2022-06-08,78
S4,P4,2022-06-08,74
S4,P5,2022-06-08,73
S5,P1,2022-06-08,60
S5,P2,2022-06-08,98
S5,P3,2022-06-08,88
S5,P4,2022-06-08,80
S5,P5,2022-06-08,95
S1,P1,2022-06-09,51
S1,P2,2022-06-09,75
S1,P3,2022-06-09,90
S1,P4,2022-06-09,95
S1,P5,2022-06-09,84
S2,P1,2022-06-09,79
S2,P2,2022-06-09,67
S2,P3,2022-06-09,51
S2,P4,2022-06-09,70
S2,P5,2022-06-09,78
S3,P1,2022-06-09,94
S3,P2,2022-06-09,58
S3,P3,2022-06-09,74
S3,P4,2022-06-09,57
S3,P5,2022-06-09,58
S4,P1,2022-06-09,86
S4,P2,2022-06-09,83
S4,P3,2022-06-09,92
S4,P4,2022-06-09,58
S4,P5,2022-06-09,63
S5,P1,2022-06-09,81
S5,P2,2022-06-09,73
S5,P3,2022-06-09,76
S5,P4,2022-06-09,93
S5,P5,2022-06-09,51
S1,P1,2022-06-10,62
S1,P2,2022-06-10,51
S1,P3,2022-06-10,98
S1,P4,2022-06-10,51
S1,P5,2022-06-10,91
S2,P1,2022-06-10,91
S2,P2,2022-06-10,99
S2,P3,2022-06-10,67
S2,P4,2022-06-10,82
S2,P5,2022-06-10,70
S3,P1,2022-06-10,70
S3,P2,2022-06-10,69
S3,P3,2022-06-10,58
S3,P4,2022-06-10,68
S3,P5,2022-06-10,56
S4,P1,2022-06-10,85
S4,P2,2022-06-10,85
S4,P3,2022-06-10,63
S4,P4,2022-06-10,100
S4,P5,2022-06-10,86
S5,P1,2022-06-10,93
S5,P2,2022-06-10,89
S5,P3,2022-06-10,65
S5,P4,2022-06-10,58
S5,P5,2022-06-10,67
S1,P1,2022-06-11,95
S1,P2,2022-06-11,60
S1,P3,2022-06-11,57
S1,P4,2022-06-11,66
S1,P5,2022-06-11,90
S2,P1,2022-06-11,51
S2,P2,2022-06-11,100
S2,P3,2022-06-11,69
S2,P4,2022-06-11,88
S2,P5,2022-06-11,54
S3,P1,2022-06-11,100
S3,P2,2022-06-11,74
S3,P3,2022-06-11,66
S3,P4,2022-06-11,79
S3,P5,2022-06-11,96
S4,P1,2022-06-11,66
S4,P2,2022-06-11,84
S4,P3,2022-06-11,77
S4,P4,2022-06-11,86
S4,P5,2022-06-11,96
S5,P1,2022-06-11,90
S5,P2,2022-06-11,90
S5,P3,2022-06-11,81
S5,P4,2022-06-11,73
S5,P5,2022-06-11,51
S1,P1,2022-06-12,71
S1,P2,2022-06-12,96
S1,P3,2022-06-12,89
S1,P4,2022-06-12,84
S1,P5,2022-06-12,65
S2,P1,2022-06-12,71
S2,P2,2022-06-12,93
S2,P3,2022-06-12,100
S2,P4,2022-06-12,79
S2,P5,2022-06-12,77
S3,P1,2022-06-12,73
S3,P2,2022-06-12,76
S3,P3,2022-06-12,93
S3,P4,2022-06-12,97
S3,P5,2022-06-12,55
S4,P1,2022-06-12,86
S4,P2,2022-06-12,95
S4,P3,2022-06-12,67
S4,P4,2022-06-12,62
S4,P5,2022-06-12,71
S5,P1,2022-06-12,98
S5,P2,2022-06-12,76
S5,P3,2022-06-12,100
S5,P4,2022-06-12,96
S5,P5,2022-06-12,56
S1,P1,2022-06-13,70
S1,P2,2022-06-13,87
S1,P3,2022-06-13,95
S1,P4,2022-06-13,85
S1,P5,2022-06-13,81
S2,P1,2022-06-13,100
S2,P2,2022-06-13,76
S2,P3,2022-06-13,72
S2,P4,2022-06-13,78
S2,P5,2022-06-13,79
S3,P1,2022-06-13,96
S3,P2,2022-06-13,85
S3,P3,2022-06-13,89
S3,P4,2022-06-13,88
S3,P5,2022-06-13,77
S4,P1,2022-06-13,68
S4,P2,2022-06-13,79
S4,P3,2022-06-13,59
S4,P4,2022-06-13,74
S4,P5,2022-06-13,55
S5,P1,2022-06-13,89
S5,P2,2022-06-13,55
S5,P3,2022-06-13,81
S5,P4,2022-06-13,95
S5,P5,2022-06-13,61
S1,P1,2022-06-14,97
S1,P2,2022-06-14,75
S1,P3,2022-06-14,80
S1,P4,2022-06-14,62
S1,P5,2022-06-14,79
S2,P1,2022-06-14,86
S2,P2,2022-06-14,64
S2,P3,2022-06-14,69
S2,P4,2022-06-14,63
S2,P5,2022-06-14,66
S3,P1,2022-06-14,64
S3,P2,2022-06-14,93
S3,P3,2022-06-14,86
S3,P4,2022-06-14,55
S3,P5,2022-06-14,54
S4,P1,2022-06-14,79
S4,P2,2022-06-14,67
S4,P3,2022-06-14,92
S4,P4,2022-06-14,51
S4,P5,2022-06-14,59
S5,P1,2022-06-14,66
S5,P2,2022-06-14,77
S5,P3,2022-06-14,78
S5,P4,2022-06-14,64
S5,P5,2022-06-14,67
S1,P1,2022-06-15,81
S1,P2,2022-06-15,67
S1,P3,2022-06-15,95
S1,P4,2022-06-15,83
S1,P5,2022-06-15,82
S2,P1,2022-06-15,98
S2,P2,2022-06-15,91
S2,P3,2022-06-15,63
S2,P4,2022-06-15,77
S2,P5,2022-06-15,50
S3,P1,2022-06-15,89
S3,P2,2022-06-15,80
S3,P3,2022-06-15,94
S3,P4,2022-06-15,52
S3,P5,2022-06-15,90
S4,P1,2022-06-15,65
S4,P2,2022-06-15,95
S4,P3,2022-06-15,62
S4,P4,2022-06-15,52
S4,P5,2022-06-15,67
S5,P1,2022-06-15,73
S5,P2,2022-06-15,61
S5,P3,2022-06-15,53
S5,P4,2022-06-15,99
S5,P5,2022-06-15,94
S1,P1,2022-06-16,96
S1,P2,2022-06-16,60
S1,P3,2022-06-16,52
S1,P4,2022-06-16,80
S1,P5,2022-06-16,62
S2,P1,2022-06-16,98
S2,P2,2022-06-16,65
S2,P3,2022-06-16,80
S2,P4,2022-06-16,89
S2,P5,2022-06-16,91
S3,P1,2022-06-16,87
S3,P2,2022-06-16,63
S3,P3,2022-06-16,59
S3,P4,2022-06-16,60
S3,P5,2022-06-16,60
S4,P1,2022-06-16,100
S4,P2,2022-06-16,69
S4,P3,2022-06-16,53
S4,P4,2022-06-16,98
S4,P5,2022-06-16,64
S5,P1,2022-06-16,98
S5,P2,2022-06-16,80
S5,P3,2022-06-16,58
S5,P4,2022-06-16,67
S5,P5,2022-06-16,76
S1,P1,2022-06-17,86
S1,P2,2022-06-17,66
S1,P3,2022-06-17,89
S1,P4,2022-06-17,53
S1,P5,2022-06-17,73
S2,P1,2022-06-17,92
S2,P2,2022-06-17,70
S2,P3,2022-06-17,68
S2,P4,2022-06-17,87
S2,P5,2022-06-17,61
S3,P1,2022-06-17,69
S3,P2,2022-06-17,60
S3,P3,2022-06-17,56
S3,P4,2022-06-17,51
S3,P5,2022-06-17,62
S4,P1,2022-06-17,77
S4,P2,2022-06-17,77
S4,P3,2022-06-17,91
S4,P4,2022-06-17,54
S4,P5,2022-06-17,99
S5,P1,2022-06-17,55
S5,P2,2022-06-17,69
S5,P3,2022-06-17,90
S5,P4,2022-06-17,67
S5,P5,2022-06-17,52
S1,P1,2022-06-18,67
S1,P2,2022-06-18,68
S1,P3,2022-06-18,94
S1,P4,2022-06-18,88
S1,P5,2022-06-18,73
S2,P1,2022-06-18,65
S2,P2,2022-06-18,96
S2,P3,2022-06-18,72
S2,P4,2022-06-18,95
S2,P5,2022-06-18,85
S3,P1,2022-06-18,70
S3,P2,2022-06-18,58
S3,P3,2022-06-18,98
S3,P4,2022-06-18,62
S3,P5,2022-06-18,68
S4,P1,2022-06-18,54
S4,P2,2022-06-18,71
S4,P3,2022-06-18,78
S4,P4,2022-06-18,58
S4,P5,2022-06-18,70
S5,P1,2022-06-18,100
S5,P2,2022-06-18,66
S5,P3,2022-06-18,80
S5,P4,2022-06-18,67
S5,P5,2022-06-18,98
S1,P1,2022-06-19,70
S1,P2,2022-06-19,93
S1,P3,2022-06-19,71
S1,P4,2022-06-19,83
S1,P5,2022-06-19,75
S2,P1,2022-06-19,50
S2,P2,2022-06-19,99
S2,P3,2022-06-19,61
S2,P4,2022-06-19,71
S2,P5,2022-06-19,62
S3,P1,2022-06-19,55
S3,P2,2022-06-19,73
S3,P3,2022-06-19,69
S3,P4,2022-06-19,59
S3,P5,2022-06-19,50
S4,P1,2022-06-19,90
S4,P2,2022-06-19,71
S4,P3,2022-06-19,77
S4,P4,2022-06-19,57
S4,P5,2022-06-19,99
S5,P1,2022-06-19,100
S5,P2,2022-06-19,87
S5,P3,2022-06-19,52
S5,P4,2022-06-19,94
S5,P5,2022-06-19,89
S1,P1,2022-06-20,86
S1,P2,2022-06-20,89
S1,P3,2022-06-20,58
S1,P4,2022-06-20,79
S1,P5,2022-06-20,58
S2,P1,2022-06-20,58
S2,P2,2022-06-20,76
S2,P3,2022-06-20,78
S2,P4,2022-06-20,89
S2,P5,2022-06-20,82
S3,P1,2022-06-20,91
S3,P2,2022-06-20,94
S3,P3,2022-06-20,97
S3,P4,2022-06-20,65
S3,P5,2022-06-20,61
S4,P1,2022-06-20,63
S4,P2,2022-06-20,94
S4,P3,2022-06-20,96
S4,P4,2022-06-20,65
S4,P5,2022-06-20,86
S5,P1,2022-06-20,53
S5,P2,2022-06-20,51
S5,P3,2022-06-20,56
S5,P4,2022-06-20,86
S5,P5,2022-06-20,77
S1,P1,2022-06-21,90
S1,P2,2022-06-21,89
S1,P3,2022-06-21,92
S1,P4,2022-06-21,86
S1,P5,2022-06-21,56
S2,P1,2022-06-21,91
S2,P2,2022-06-21,84
S2,P3,2022-06-21,83
S2,P4,2022-06-21,82
S2,P5,2022-06-21,89
S3,P1,2022-06-21,90
S3,P2,2022-06-21,58
S3,P3,2022-06-21,89
S3,P4,2022-06-21,88
S3,P5,2022-06-21,91
S4,P1,2022-06-21,53
S4,P2,2022-06-21,100
S4,P3,2022-06-21,76
S4,P4,2022-06-21,97
S4,P5,2022-06-21,54
S5,P1,2022-06-21,92
S5,P2,2022-06-21,59
S5,P3,2022-06-21,63
S5,P4,2022-06-21,94
S5,P5,2022-06-21,85
S1,P1,2022-06-22,64
S1,P2,2022-06-22,52
S1,P3,2022-06-22,63
S1,P4,2022-06-22,99
S1,P5,2022-06-22,52
S2,P1,2022-06-22,79
S2,P2,2022-06-22,94
S2,P3,2022-06-22,67
S2,P4,2022-06-22,75
S2,P5,2022-06-22,53
S3,P1,2022-06-22,95
S3,P2,2022-06-22,76
S3,P3,2022-06-22,80
S3,P4,2022-06-22,61
S3,P5,2022-06-22,55
S4,P1,2022-06-22,73
S4,P2,2022-06-22,92
S4,P3,2022-06-22,56
S4,P4,2022-06-22,56
S4,P5,2022-06-22,57
S5,P1,2022-06-22,80
S5,P2,2022-06-22,80
S5,P3,2022-06-22,99
S5,P4,2022-06-22,93
S5,P5,2022-06-22,91
S1,P1,2022-06-23,62
S1,P2,2022-06-23,61
S1,P3,2022-06-23,94
S1,P4,2022-06-23,97
S1,P5,2022-06-23,53
S2,P1,2022-06-23,72
S2,P2,2022-06-23,65
S2,P3,2022-06-23,77
S2,P4,2022-06-23,89
S2,P5,2022-06-23,83
S3,P1,2022-06-23,52
S3,P2,2022-06-23,64
S3,P3,2022-06-23,52
S3,P4,2022-06-23,76
S3,P5,2022-06-23,95
S4,P1,2022-06-23,75
S4,P2,2022-06-23,86
S4,P3,2022-06-23,92
S4,P4,2022-06-23,91
S4,P5,2022-06-23,58
S5,P1,2022-06-23,87
S5,P2,2022-06-23,79
S5,P3,2022-06-23,52
S5,P4,2022-06-23,60
S5,P5,2022-06-23,89
S1,P1,2022-06-24,58
S1,P2,2022-06-24,53
S1,P3,2022-06-24,96
S1,P4,2022-06-24,63
S1,P5,2022-06-24,61
S2,P1,2022-06-24,54
S2,P2,2022-06-24,53
S2,P3,2022-06-24,93
S2,P4,2022-06-24,96
S2,P5,2022-06-24,72
S3,P1,2022-06-24,50
S3,P2,2022-06-24,73
S3,P3,2022-06-24,70
S3,P4,2022-06-24,68
S3,P5,2022-06-24,73
S4,P1,2022-06-24,65
S4,P2,2022-06-24,96
S4,P3,2022-06-24,91
S4,P4,2022-06-24,78
S4,P5,2022-06-24,74
S5,P1,2022-06-24,91
S5,P2,2022-06-24,55
S5,P3,2022-06-24,64
S5,P4,2022-06-24,75
S5,P5,2022-06-24,65
S1,P1,2022-06-25,54
S1,P2,2022-06-25,96
S1,P3,2022-06-25,56
S1,P4,2022-06-25,92
S1,P5,2022-06-25,100
S2,P1,2022-06-25,97
S2,P2,2022-06-25,81
S2,P3,2022-06-25,91
S2,P4,2022-06-25,83
S2,P5,2022-06-25,85
S3,P1,2022-06-25,96
S3,P2,2022-06-25,74
S3,P3,2022-06-25,77
S3,P4,2022-06-25,58
S3,P5,2022-06-25,73
S4,P1,2022-06-25,87
S4,P2,2022-06-25,97
S4,P3,2022-06-25,70
S4,P4,2022-06-25,80
S4,P5,2022-06-25,77
S5,P1,2022-06-25,67
S5,P2,2022-06-25,61
S5,P3,2022-06-25,88
S5,P4,2022-06-25,79
S5,P5,2022-06-25,69
S1,P1,2022-06-26,80
S1,P2,2022-06-26,68
S1,P3,2022-06-26,71
S1,P4,2022-06-26,96
S1,P5,2022-06-26,50
S2,P1,2022-06-26,96
S2,P2,2022-06-26,83
S2,P3,2022-06-26,81
S2,P4,2022-06-26,64
S2,P5,2022-06-26,78
S3,P1,2022-06-26,93
S3,P2,2022-06-26,68
S3,P3,2022-06-26,56
S3,P4,2022-06-26,86
S3,P5,2022-06-26,73
S4,P1,2022-06-26,50
S4,P2,2022-06-26,56
S4,P3,2022-06-26,79
S4,P4,2022-06-26,70
S4,P5,2022-06-26,72
S5,P1,2022-06-26,91
S5,P2,2022-06-26,99
S5,P3,2022-06-26,70
S5,P4,2022-06-26,78
S5,P5,2022-06-26,94
S1,P1,2022-06-27,91
S1,P2,2022-06-27,85
S1,P3,2022-06-27,62
S1,P4,2022-06-27,73
S1,P5,2022-06-27,70
S2,P1,2022-06-27,76
S2,P2,2022-06-27,99
S2,P3,2022-06-27,99
S2,P4,2022-06-27,95
S2,P5,2022-06-27,68
S3,P1,2022-06-27,55
S3,P2,2022-06-27,97
S3,P3,2022-06-27,77
S3,P4,2022-06-27,65
S3,P5,2022-06-27,78
S4,P1,2022-06-27,88
S4,P2,2022-06-27,68
S4,P3,2022-06-27,70
S4,P4,2022-06-27,72
S4,P5,2022-06-27,77
S5,P1,2022-06-27,74
S5,P2,2022-06-27,87
S5,P3,2022-06-27,66
S5,P4,2022-06-27,54
S5,P5,2022-06-27,80
S1,P1,2022-06-28,87
S1,P2,2022-06-28,75
S1,P3,2022-06-28,75
S1,P4,2022-06-28,53
S1,P5,2022-06-28,56
S2,P1,2022-06-28,100
S2,P2,2022-06-28,86
S2,P3,2022-06-28,57
S2,P4,2022-06-28,99
S2,P5,2022-06-28,59
S3,P1,2022-06-28,57
S3,P2,2022-06-28,93
